64,512,1.6248276
64,512,1.5210328
64,512,1.5701591
64,512,1.5785501
64,512,1.5566611
64,512,1.53179
64,512,1.5348462
64,512,1.5181086
64,512,1.5254502
64,512,1.5053198
64,512,1.5488418
64,512,1.5362699
64,512,1.5620387
64,512,1.5557462
64,512,1.5377383
64,512,1.524878
64,512,1.5807008
64,512,1.5175395
64,512,1.6095759
64,512,1.5203683
64,512,1.6321791
64,512,1.5440284
64,512,1.5743184
64,512,1.5452982
64,512,1.5551875
64,512,1.5987262
64,512,1.5280123
64,512,1.5845149
64,512,1.5200479
64,512,1.5164225
64,512,1.5389929
64,512,1.5164013
