64,2048,1.5596259
64,2048,1.5731647
64,2048,1.6032331
64,2048,1.5787549
64,2048,1.5907528
64,2048,1.6312556
64,2048,1.609318
64,2048,1.6003382
64,2048,1.6109184
64,2048,1.593246
64,2048,1.6350689
64,2048,1.5895131
64,2048,1.5775995
64,2048,1.6073053
64,2048,1.574821
64,2048,1.5905917
64,2048,1.5682123
64,2048,1.5837204
64,2048,1.5865048
64,2048,1.5938513
64,2048,1.6382074
64,2048,1.6817143
64,2048,1.6800753
64,2048,1.6189291
64,2048,1.6097726
64,2048,1.6175592
64,2048,1.6046892
64,2048,1.6172149
64,2048,1.6026442
64,2048,1.5959475
64,2048,1.6569877
64,2048,1.599155
