2,1024,9.25094
2,1024,9.2276745
2,1024,9.338702
2,1024,9.23857
2,1024,9.2014885
2,1024,9.263402
2,1024,9.398897
2,1024,9.407311
2,1024,9.392511
2,1024,9.18571
2,1024,9.191567
2,1024,9.2323065
2,1024,9.31855
2,1024,9.371345
2,1024,9.538638
2,1024,9.840105
2,1024,9.602197
2,1024,9.361057
2,1024,9.367967
2,1024,9.406265
2,1024,9.367308
2,1024,9.418207
2,1024,9.455142
2,1024,9.520349
2,1024,9.40118
2,1024,9.406982
2,1024,9.390209
2,1024,9.311473
2,1024,9.377128
2,1024,9.393081
2,1024,9.447876
2,1024,9.33768
