32,1024,1.7391064
32,1024,1.8146759
32,1024,1.8308425
32,1024,1.7663298
32,1024,1.79706
32,1024,1.7799667
32,1024,1.6316828
32,1024,1.6218401
32,1024,1.6115975
32,1024,1.6093957
32,1024,1.5888368
32,1024,1.5898721
32,1024,1.5848585
32,1024,1.5802493
32,1024,1.5990533
32,1024,1.5787977
32,1024,1.5892932
32,1024,1.666426
32,1024,1.5530386
32,1024,1.5333009
32,1024,1.5726775
32,1024,1.5406446
32,1024,1.6316195
32,1024,1.6258438
32,1024,1.6806973
32,1024,1.599551
32,1024,1.5790874
32,1024,1.564963
32,1024,1.5403373
32,1024,1.5511976
32,1024,1.5454645
32,1024,1.5391759
