0,1024,0,0.001692665
0,1024,0,0.001859239
0,1024,0,0.001751787
0,1024,0,0.001854189
0,1024,0,0.0019311
0,1024,0,0.001680446
0,1024,0,0.001813348
0,1024,0,0.001648255
0,1024,0,0.001791808
0,1024,0,0.001620494
1,1024,0,0.001994051
1,1024,0,0.002173455
1,1024,0,0.002031353
1,1024,0,0.001995062
1,1024,0,0.002000312
1,1024,0,0.001931541
1,1024,0,0.001884249
1,1024,0,0.002273048
1,1024,0,0.002224137
1,1024,0,0.002049783
1,1,0,0.001175164
1,1,0,0.001152334
1,1,0,0.001331188
1,1,0,0.001123083
1,1,0,0.001273467
1,1,0,0.001219326
1,1,0,0.001155724
1,1,0,0.001208346
1,1,0,0.001267927
1,1,0,0.001193556
1,4,0,0.001241836
1,4,0,0.001259646
1,4,0,0.001148774
1,4,0,0.001220655
1,4,0,0.001263606
1,4,0,0.001206325
1,4,0,0.001129784
1,4,0,0.001178575
1,4,0,0.001182215
1,4,0,0.001224046
1,16,0,0.001236796
1,16,0,0.001283397
1,16,0,0.001191875
1,16,0,0.001167335
1,16,0,0.001152974
1,16,0,0.001155264
1,16,0,0.001205615
1,16,0,0.001268887
1,16,0,0.001241126
1,16,0,0.001375109
1,64,0,0.001242986
1,64,0,0.001195965
1,64,0,0.001232606
1,64,0,0.001188365
1,64,0,0.001208056
1,64,0,0.001189485
1,64,0,0.001291278
1,64,0,0.001200125
1,64,0,0.001264236
1,64,0,0.001233335
1,256,0,0.001318968
1,256,0,0.001467511
1,256,0,0.001325538
1,256,0,0.001251486
1,256,0,0.001395169
1,256,0,0.001333348
1,256,0,0.001329958
1,256,0,0.001278287
1,256,0,0.001349818
1,256,0,0.001294587
1,4096,0,0.005382163
1,4096,0,0.005099186
1,4096,0,0.004553785
1,4096,0,0.004378061
1,4096,0,0.004476094
1,4096,0,0.004358571
1,4096,0,0.004432222
1,4096,0,0.004726727
1,4096,0,0.00433878
1,4096,0,0.004460702
1,16384,0,0.017780237
1,16384,0,0.016879652
1,16384,0,0.015432904
1,16384,0,0.014988788
1,16384,0,0.015526178
1,16384,0,0.015356265
1,16384,0,0.015408085
1,16384,0,0.015959116
1,16384,0,0.015367896
1,16384,0,0.013703414
1,65536,0,0.07532595
1,65536,0,0.06637629
1,65536,0,0.06769013
1,65536,0,0.070656985
1,65536,0,0.071107656
1,65536,0,0.06873481
1,65536,0,0.06473138
1,65536,0,0.068702444
1,65536,0,0.06860604
1,65536,0,0.0681686
1,1024,1,0.002620029
1,1024,1,0.00266933
1,1024,1,0.002879333
1,1024,1,0.002761951
1,1024,1,0.003094397
1,1024,1,0.00271663
1,1024,1,0.002771691
1,1024,1,0.00265978
1,1024,1,0.00268136
1,1024,1,0.002826222
1,1024,2,0.003526415
1,1024,2,0.003474845
1,1024,2,0.003473295
1,1024,2,0.003513655
1,1024,2,0.003494314
1,1024,2,0.003529825
1,1024,2,0.003497565
1,1024,2,0.003484955
1,1024,2,0.003600567
1,1024,2,0.003909962
1,1024,3,0.004141497
1,1024,3,0.004232368
1,1024,3,0.004791848
1,1024,3,0.004256649
1,1024,3,0.004218937
1,1024,3,0.004561794
1,1024,3,0.004234428
1,1024,3,0.004263449
1,1024,3,0.00434308
1,1024,3,0.004293039
1,1024,4,0.005465001
1,1024,4,0.005044263
1,1024,4,0.005894668
1,1024,4,0.005534532
1,1024,4,0.005075964
1,1024,4,0.005203015
1,1024,4,0.004875149
1,1024,4,0.004842889
1,1024,4,0.005035633
1,1024,4,0.005222466
1,1024,5,0.006068141
1,1024,5,0.005927099
1,1024,5,0.005762896
1,1024,5,0.005717765
1,1024,5,0.005694776
1,1024,5,0.005848478
1,1024,5,0.005742177
1,1024,5,0.005728726
1,1024,5,0.005728875
1,1024,5,0.005727346
1,1024,6,0.006379157
1,1024,6,0.006612372
1,1024,6,0.006687683
1,1024,6,0.006195793
1,1024,6,0.006441139
1,1024,6,0.00647092
1,1024,6,0.006521971
1,1024,6,0.006596511
1,1024,6,0.006284807
1,1024,6,0.006675063
1,1024,7,0.007428236
1,1024,7,0.007254553
1,1024,7,0.007187713
1,1024,7,0.007455558
1,1024,7,0.007395346
1,1024,7,0.007181434
1,1024,7,0.007457318
1,1024,7,0.007190243
1,1024,7,0.007196993
1,1024,7,0.007070621
1,1024,8,0.007796875
1,1024,8,0.007732972
1,1024,8,0.007901186
1,1024,8,0.007730823
1,1024,8,0.007803615
1,1024,8,0.007925016
1,1024,8,0.008037949
1,1024,8,0.007899475
1,1024,8,0.007840603
1,1024,8,0.007836102
1,1024,9,0.008442597
1,1024,9,0.008661971
1,1024,9,0.008569679
1,1024,9,0.008433835
1,1024,9,0.008392264
1,1024,9,0.008437825
1,1024,9,0.008571518
1,1024,9,0.008531576
1,1024,9,0.008696951
1,1024,9,0.008431905
1,1024,10,0.009351484
1,1024,10,0.009270962
1,1024,10,0.009133189
1,1024,10,0.00917774
1,1024,10,0.009474076
1,1024,10,0.009392375
1,1024,10,0.009451556
1,1024,10,0.009087458
1,1024,10,0.009563429
1,1024,10,0.008970776
1,1024,11,0.010298153
1,1024,11,0.009671111
1,1024,11,0.009771082
1,1024,11,0.009793834
1,1024,11,0.009680241
1,1024,11,0.009849466
1,1024,11,0.010250253
1,1024,11,0.009769444
1,1024,11,0.009795004
1,1024,11,0.009914005
1,1024,12,0.010503488
1,1024,12,0.01055295
1,1024,12,0.010445677
1,1024,12,0.01058041
1,1024,12,0.010392905
1,1024,12,0.010497629
1,1024,12,0.010382305
1,1024,12,0.010590043
1,1024,12,0.010883138
1,1024,12,0.010589443
1,1024,13,0.011130534
1,1024,13,0.011455792
1,1024,13,0.011250227
1,1024,13,0.011273637
1,1024,13,0.011103673
1,1024,13,0.011446522
1,1024,13,0.011487191
1,1024,13,0.011540662
1,1024,13,0.011613913
1,1024,13,0.011049903
1,1024,14,0.012293367
1,1024,14,0.011906709
1,1024,14,0.012140744
1,1024,14,0.012268486
1,1024,14,0.011832418
1,1024,14,0.01245983
1,1024,14,0.012731755
1,1024,14,0.011940301
1,1024,14,0.011959831
1,1024,14,0.011906381
1,1024,15,0.013171245
1,1024,15,0.013011833
1,1024,15,0.013123454
1,1024,15,0.01344864
1,1024,15,0.012904528
1,1024,15,0.013528921
1,1024,15,0.012959201
1,1024,15,0.013454602
1,1024,15,0.012625524
1,1024,15,0.012635994
2,1024,0,0.003089582
2,1024,0,0.002243726
2,1024,0,0.002329847
2,1024,0,0.002358048
2,1024,0,0.002614032
2,1024,0,0.002302286
2,1024,0,0.002345907
2,1024,0,0.002302926
2,1024,0,0.002583632
2,1024,0,0.002271026
3,1024,0,0.003208644
3,1024,0,0.002722665
3,1024,0,0.002636833
3,1024,0,0.002656483
3,1024,0,0.002556431
3,1024,0,0.002648023
3,1024,0,0.002649773
3,1024,0,0.002639083
3,1024,0,0.002777025
3,1024,0,0.002664143
4,1024,0,0.003526821
4,1024,0,0.002950009
4,1024,0,0.002878828
4,1024,0,0.002827577
4,1024,0,0.002880289
4,1024,0,0.003231535
4,1024,0,0.0029876
4,1024,0,0.003128402
4,1024,0,0.002899158
4,1024,0,0.003206054
5,1024,0,0.004088512
5,1024,0,0.003191364
5,1024,0,0.003280905
5,1024,0,0.003084072
5,1024,0,0.003378208
5,1024,0,0.003263236
5,1024,0,0.003042361
5,1024,0,0.003158133
5,1024,0,0.003372058
5,1024,0,0.003070942
6,1024,0,0.004225465
6,1024,0,0.003370048
6,1024,0,0.00348813
6,1024,0,0.003266126
6,1024,0,0.003385039
6,1024,0,0.003336157
6,1024,0,0.003345438
6,1024,0,0.00348506
6,1024,0,0.003343497
6,1024,0,0.003328817
7,1024,0,0.004516192
7,1024,0,0.004194435
7,1024,0,0.003708555
7,1024,0,0.003556793
7,1024,0,0.003786347
7,1024,0,0.003706736
7,1024,0,0.003757357
7,1024,0,0.003975871
7,1024,0,0.003962991
7,1024,0,0.003835618
8,1024,0,0.004579273
8,1024,0,0.004107233
8,1024,0,0.0039188
8,1024,0,0.004158385
8,1024,0,0.004619904
8,1024,0,0.003834268
8,1024,0,0.004000092
8,1024,0,0.0039204
8,1024,0,0.003936441
8,1024,0,0.003856948
9,1024,0,0.004796987
9,1024,0,0.004155715
9,1024,0,0.004302438
9,1024,0,0.004280027
9,1024,0,0.004227596
9,1024,0,0.004473821
9,1024,0,0.004342109
9,1024,0,0.004207446
9,1024,0,0.004159725
9,1024,0,0.004112563
